,Description,Score,sentiment
1237,"Patarillo! is set in a society much like ours in most ways; with one decided twist. The manga on which it is based is one of the much-read works produced for adolescent Japanese girls that features a healthy proportion of gay men and beautiful teenagers aka bishounen (beautiful boys). Most of the action takes place in Marinera; the land of eternal spring; located somewhere in the South Seas. The country is a major producer of diamonds; they provide much of the basis of conflict in the anime series. They come from one of the most prolific mines in the world; owned by the king of Marinera; the vertically challenged but horizontally endowed boy-king Patarillo himself. The International Diamond Syndicate - a huge semi- criminal organization/ secret society dedicated to taking over the world`s entire diamond supply- wants that mine and will stop at nothing to get it. In the early episodes they send off a number of bishounen assassins to do in Patarillo; which necessitates his having a bodyguard; the English MI6 agent; Major Jack (`Bishounen-Killer`) Bancoran. Bancoran`s nickname doesn`t mean he shoots bishounen in cold blood. The soubriquet comes from the fact that no male under the age of 17 can resist his sexual fascination. This; to Bancoran`s eternal disgust; includes Patarillo himself. The action switches often from Marinera to MI6 headquarters in London (London seems to be an easy two hour`s flight from the South Seas) or Bancoran`s palatial condo in the suburbs of same. (MI6; be it noted; looks a lot like Fritz Lang`s Metropolis; while Jack`s `apartment` bears a passing resemblance to Randolph Hearst`s spread.) The action also goes into the past and future and out into space. Patarillo evidently gets around.

(Source: aestheticism.com)",7.61,0.0
1201,Based on Rieko Saibara's humorous semi-autobiographical manga about her life raising her two children.,7.62,0.0
1200,This film; unlike 1st and 2nd; have a brand new original story using elements from other media; such as the manga Nanoha Force (for Bardiche and Raising Heart new design) and the PsP game Gears of Destiny; as the Florian sisters are introduced here. It's the first part of a two-part story.,7.62,0.0
1199,"Otonokizaka High School is in a crisis! With the number of enrolling students dropping lower and lower every year; the school is set to shut down after its current first years graduate. However; second year Honoka Kousaka refuses to let it go without a fight. Searching for a solution; she comes across popular school idol group A-RISE and sets out to create a school idol group of her own. With the help of her childhood friends Umi Sonoda and Kotori Minami; Honoka forms μ's (pronounced ""muse"") to boost awareness and popularity of her school.

Unfortunately; it's all easier said than done. Student council president Eri Ayase vehemently opposes the establishment of a school idol group and will do anything in her power to prevent its creation. Moreover; Honoka and her friends have trouble attracting any additional members. But the Love Live; a competition to determine the best and most beloved school idol groups in Japan; can help them gain the attention they desperately need. With the contest fast approaching; Honoka must act quickly and diligently to try and bring together a school idol group and win the Love Live in order to save Otonokizaka High School.

 ",7.62,0.0
1198,"The mysterious island of Houraijima has reappeared after 50 years; and with its reappearance has brought the attack of four gods; the Shitoushin; who have their eyes set on the powers that protect and sustain the island. Now it's up to Inuyasha and his friends; along with Sesshoumaru; to find a way to defeat the powerful Shitoushin. 

  
",7.62,0.0
1197,"The third chapter of the pentalogy (3 Movies + 2 OVAs). A retelling of Kenshiro's final battle with Raoh.

 ",7.62,0.0
1194,"Unaired episode 13 and 14 of Drifters released only on BluRay. They were not bundled with the volume 1-7 BD releases of the main show nor were they labeled as ""volume 8"" on the official website.",7.62,0.0
1195,"In 1889; the world is on the pinnacle of great discoveries in technology. In mankind's grasp for the future; a sinister foe known only as Gargoyle; obsessed with restoring the former Atlantean empire to the glory it once held; begins his plans to take over the world. Nadia; with the help of a young inventor; Jean Roque Lartigue; and Captain Nemo of the submarine Nautilus; must fight to save the world from Gargoyle and Neo-Atlantis. Based on the Novel '20;000 Leagues Under the Sea' by Jules Verne.

  ",7.62,0.0
1193,"It's been six years since that summer adventure when Taichi Yagami and the rest of the DigiDestined crossed over to the Digital World. And nearly three years have passed since the final battle between Hikari Yagami's group and BelialVamdemon. As the peaceful days passed by; at some point the gate to the Digital World closed. Not even the DigiDestined know what caused this; and time alone continues to pass.

On one such day; a Kuwagamon suddenly appears in Odaiba. Its rampage leaves the town in ruins; and the people there in turmoil. Taichi happens to catch sight of the Kuwagamon; and he chases after it all by himself in an effort to halt its rampage. But there's nothing he can do against a Kuwagamon.

""It's no use... I can't do anything about this alone...""

Just as the Kuwagamon roars and attacks Taichi; his Digivice begins to emit a bright light...

""Taichi; look how big you've grown!""

With the sound of that nostalgic voice; the story once again begins to move in a big way.

Taichi Yagami; age 17; high school student.

The adventure now evolves once again.

 ",7.62,0.0
1192,A special episode aired after ep. 490; it summarizes episodes 309 -> 311.,7.62,0.0
1191,"Continuing on his quest to retake Ecbatana; Prince Arslan and his company march toward the city. But upon receiving news that the neighboring Kingdom of Turan is launching an assault on the Parsian stronghold at Peshawar Citadel; the prince is forced to turn back in order to defend the fortress. Amid holding off the invading forces; the Parsian army is met by an unexpected visitor.

As Arslan returns to Peshawar; Prince Hermes takes a slight detour from his clash against his cousin to search for the legendary sword Rukhnabad; which would grant him the right to rule and take back what he believes is rightfully his. However; after unearthing the lost artifact; the blade is stolen by the Temple Knights of Lusitania; prompting the masked warrior to give chase. Meanwhile in Ecbatana; the captive King Andragoras III finds an opportunity to strike and begins to make his move.

As the separate sides of the Parsian royal conflict clash; Arslan's right to the throne falls under attack. But no matter the obstacles in their way; the young prince and his loyal band of warriors charge forward to restore Pars to its former glory.

 ",7.62,0.0
1196,"Second movie of Ghost in the Shell: Arise.

Freed of her responsibilities with the 501 Organization; Motoko Kusanagi must now learn how to take orders from Aramaki. Someone hacks the Logicomas; and Batou enlists the help of former army intelligence officer Ishikawa and former air artillery expert Borma. Kusanagi also seeks to enlist ace sniper Saito and undercover cop Paz into the new Public Security Section 9. The two groups rival each other in a case involving a man who receives false memories of a refugee transport operation.

 ",7.62,0.0
